name,desc,last_30_d,last_90_d,last_year,build_error
vf,Enhanced version of `cd` command,8,33,134,0
vfuse,Convert bootable DMG images for use in VMware Fusion,19,60,408,0
vgmstream,Library for playing streamed audio formats from video games,29,114,323,0
vgrep,User-friendly pager for grep,8,68,140,0
vice,Versatile Commodore Emulator,159,662,1769,0
viennacl,Linear algebra library for many-core architectures and multi-core CPUs,99,305,1796,0
viewvc,Browser interface for CVS and Subversion repositories,1,7,50,0
vifm,Ncurses based file manager with vi like keybindings,335,1390,5247,0
vilistextum,HTML to text converter,1,5,14,0
vim,Vi 'workalike' with many additional features,96634,261050,957652,0
vimpager,Use ViM as PAGER,54,172,764,0
vimpc,Ncurses based mpd client with vi like key bindings,4,16,77,0
vint,Vim script Language Lint,16,37,62,0
vip,Program that provides for interactive editing in a pipeline,2,10,36,0
vips,Image processing library,5567,14795,47088,0
virgil,CLI tool to manage your Virgil account and applications,5,17,102,0
virtualhost.sh,Script for macOS to create Apache virtual hosts,12,37,147,0
virtualpg,Loadable dynamic extension for SQLite and SpatiaLite,23,30,77,0
virtuoso,High-performance object-relational SQL database,23,71,253,0
virustotal-cli,Command-line interface for VirusTotal,57,92,294,0
vis,Vim-like text editor,45,208,506,0
visionmedia-watch,Periodically executes the given command,2,9,46,0
visitors,Web server log analyzer,5,10,60,0
visp,Visual Servoing Platform library,8,50,335,0
vit,Full-screen terminal interface for Taskwarrior,53,177,846,0
vitess,Database clustering system for horizontal scaling of MySQL,17,24,30,0
vitetris,Terminal-based Tetris clone,73,399,722,0
vivid,Generator for LS_COLORS with support for multiple color themes,76,147,243,0
vlang,V programming language,209,638,1060,0
vlmcsd,KMS Emulator in C,5,12,30,0
vmdktool,Converts raw filesystems to VMDK files and vice versa,18,42,158,0
vmtouch,Portable file system cache diagnostics and control,6,22,105,0
vncsnapshot,Command-line utility for taking VNC snapshots,4,13,65,0
vnstat,Console-based network traffic monitor,114,335,1809,0
vnu,Nu Markup Checker: command-line and server HTML validator,49,130,638,0
volatility,Advanced memory forensics framework,209,704,2943,0
voldemort,Distributed key-value storage system,11,23,42,0
volk,Vector Optimized Library of Kernels,597,2709,4998,0
volt,Meta-level vim package manager,6,13,104,0
volta,JavaScript toolchain manager for reproducible environments,319,737,1453,0
vorbis-tools,Ogg Vorbis CODEC tools,553,767,1757,0
vorbisgain,Add Replay Gain volume tags to Ogg Vorbis files,3,15,66,0
voro++,3D Voronoi cell software library,9,17,62,0
vowpal-wabbit,Online learning algorithm,55,157,932,0
vpcs,Virtual PC simulator for testing IP routing,3,11,26,0
vpn-slice,Vpnc-script replacement for easy and secure split-tunnel VPN setup,162,428,1609,0
vramsteg,Add progress bars to command-line applications,2,8,31,0
vroom,Vehicle Routing Open-Source Optimization Machine,11,32,148,0
vrpn,Virtual reality peripheral network,1,12,66,0
vsearch,Versatile open-source tool for microbiome analysis,42,76,164,0
vsftpd,Secure FTP server for UNIX,236,654,2902,0
vsh,HashiCorp Vault interactive shell,88,88,88,0
vstr,C string library,3,5,13,0
vsts-cli,Manage and work with VSTS/TFS resources from the command-line,49,157,881,0
vtclock,Text-mode fullscreen digital clock,2,16,50,0
vte3,Terminal emulator widget used by GNOME terminal,2168,4486,21250,0
vtk,"Toolkit for 3D computer graphics, image processing, and visualization",10919,47274,125714,0
vtk@8.2,"Toolkit for 3D computer graphics, image processing, and visualization",882,3134,5910,0
vttest,Test compatibility of VT100-compatible terminals,17,62,246,0
vulkan-headers,Vulkan Header files and API registry,342,997,3659,0
vultr,Command-line tool for Vultr,5,33,140,0
vulture,Find dead Python code,9,17,23,0
w-calc,Very capable calculator,10,24,73,0
w3m,Pager/text based browser,2553,10362,23153,0
wabt,Web Assembly Binary Toolkit,155,601,3435,0
wagyu,Rust library for generating cryptocurrency wallets,4,10,23,0
wait_on,Provides shell scripts with access to kqueue(3),4,6,28,0
wakatime-cli,Command-line interface to the WakaTime api,42,161,749,0
wakeonlan,Sends magic packets to wake up network-devices,1312,3872,14736,0
wal2json,Convert PostgreSQL changesets to JSON format,33,83,227,0
walkmod,Java-based open source tool to apply and share code conventions,2,13,71,0
wallpaper,Manage the desktop wallpaper,21,91,687,0
wandio,"Transparently read from and write to zip, bzip2, lzma or zstd archives",38,85,328,0
wangle,"Modular, composable client/server abstractions framework",24,57,93,0
waon,Wave-to-notes transcriber,7,16,55,0
wapm,WebAssembly Package Manager (CLI),22,58,194,0
wartremover,Flexible Scala code linting tool,0,12,96,0
wasm-pack,Your favorite rust -> wasm workflow tool!,51,152,402,0
wasm3,High performance WebAssembly interpreter,18,62,154,0
wasmer,🚀 The Universal WebAssembly Runtime,400,724,1408,0
watch,"Executes a program periodically, showing output fullscreen",12444,34676,161883,0
watch-sim,Command-line WatchKit application launcher,0,3,11,0
watchexec,Execute commands when watched files change,310,1009,4314,0
watchman,Watch files and take action when they change,38813,118309,488593,0
watson,Command-line tool to track (your) time,98,337,2228,0
wavpack,Hybrid lossless audio compression,1141,1833,6258,0
wayland,Protocol for a compositor to talk to its clients,0,4,4,0
wayland-protocols,Additional Wayland protocols,0,0,0,0
wbox,HTTP testing tool and configuration-less HTTP server,1,7,23,0
wcslib,Library and utilities for the FITS World Coordinate System,104,255,1258,0
wdc,WebDAV Client provides easy and convenient to work with WebDAV-servers,3,13,60,0
wdfs,Webdav file system,3,10,30,0
wdiff,Display word differences between text files,583,1649,7759,0
weaver,Command-line tool for Weaver,7,24,340,0
web100clt,Command-line version of NDT diagnostic client,2,13,44,0
webalizer,Web server log file analysis,14,34,195,0
webarchiver,Allows you to create Safari .webarchive files,13,42,191,0
webdis,Redis HTTP interface with JSON output,9,32,125,0
webfs,HTTP server for purely static content,11,34,133,0
webify,Wrapper for shell commands as web services,1,9,32,0
webkit2png,Create screenshots of webpages from the terminal,276,568,2049,0
weboob,Web Outside of Browsers,72,139,502,0
webp,Image format providing lossless and lossy compression for web images,230890,457606,1716622,0
webpack,Bundler for JavaScript and friends,3200,7811,18114,0
websocat,Command-line client for WebSockets,698,2257,8261,0
websocketd,WebSockets the Unix way,206,306,866,0
webtorrent-cli,Command-line streaming torrent client,57,342,1429,0
weechat,Extensible IRC client,2468,7045,24154,0
wego,Weather app for the terminal,22,65,288,0
weighttp,Webserver benchmarking tool that supports multithreading,7,26,71,0
wellington,Project-focused tool to manage Sass and spriting,12,41,194,0
wemux,Enhances tmux's to provide multiuser terminal multiplexing,20,67,268,0
wgcf,Generate WireGuard profile from Cloudflare Warp account,10,43,136,0
wget,Internet file retriever,222869,472617,1374181,0
wgetpaste,Automate pasting to a number of pastebin services,9,37,233,0
whalebrew,"Homebrew, but with Docker images",190,589,1565,0
whatmask,Network settings helper,25,74,397,0
whatmp3,Small script to create mp3 torrents out of FLACs,7,22,126,0
when,Tiny personal calendar,14,41,222,0
whistle,"HTTP, HTTP2, HTTPS, Websocket debugging proxy",99,283,967,0
whitedb,Lightweight in-memory NoSQL database library,0,0,4,0
whohas,Query multiple distributions' package archives,0,11,35,0
whois,Lookup tool for domain names and other internet resources,409,1721,8388,0
widelands,Free real-time strategy game like Settlers II,19,102,350,0
wifi-password,Show the current WiFi network password,431,1244,4900,0
wiggle,Program for applying patches with conflicting changes,12,38,167,0
wiiuse,Connect Nintendo Wii Remotes,43,105,440,0
wiki,"Fetch summaries from MediaWiki wikis, like Wikipedia",17,56,220,0
wildfly-as,Managed application runtime for building applications,209,659,2358,0
willgit,William's miscellaneous git tools,5,11,31,0
wimlib,"Library to create, extract, and modify Windows Imaging files",14173,45680,116720,0
winetricks,Automatic workarounds for problems in Wine,3729,10364,33164,0
winexe,Remote Windows-command executor,292,829,5372,0
wiredtiger,High performance NoSQL extensible platform for data management,10,40,104,0
wireguard-go,Userspace Go implementation of WireGuard,1709,6749,21891,0
wireguard-tools,Tools for the WireGuard secure network tunnel,1444,4440,27212,0
wiremock-standalone,Simulator for HTTP-based APIs,48,138,741,0
wireshark,Graphical network analyzer and capture tool,11523,31568,104701,0
wirouter_keyrec,Recover the default WPA passphrases from supported routers,1,6,35,0
with-readline,Allow GNU Readline to be used with arbitrary programs,29,98,435,0
wla-dx,Yet another crossassembler package,3,16,92,0
wmctrl,UNIX/Linux command-line tool to interact with an EWMH/NetWM,189,818,1835,0
woff2,Utilities to create and convert Web Open Font File (WOFF) files,465,1036,4114,0
wolfmqtt,"Small, fast, portable MQTT client C implementation",5,20,81,0
wolfssl,Embedded SSL Library written in C,34,117,427,0
woof,Ad-hoc single-file webserver,0,22,159,0
wordgrinder,Unicode-aware word processor that runs in a terminal,46,197,546,0
wordnet,Lexical database for the English language,81,307,721,0
wordplay,Anagram generator,8,16,63,0
wownero,Official wallet and node software for the Wownero cryptocurrency,11,29,93,0
wp-cli,Command-line interface for WordPress,1106,3130,14014,0
wp-cli-completion,Bash completion for Wpcli,43,116,644,0
wput,"Tiny, wget-like FTP client for uploading files",25,83,349,0
wrangler,Refactoring tool for Erlang with emacs and Eclipse integration,43,144,654,0
wren,"Small, fast, class-based concurrent scripting language",9,19,68,0
wren-cli,Simple REPL and CLI tool for running Wren scripts,4,10,42,0
write-good,Naive linter for English prose,136,271,759,0
writerperfect,Library for importing WordPerfect documents,2,11,23,0
wrk,HTTP benchmarking tool,1093,3246,14176,0
wrk-trello,Command-line interface to Trello,31,77,257,0
wsk,OpenWhisk Command-Line Interface (CLI),50,139,734,0
wskdeploy,Apache OpenWhisk project deployment utility,9,35,175,0
wslay,C websocket library,6,15,73,0
wtf,Translate common Internet acronyms,1015,1995,12635,0
wtfutil,Personal information dashboard for your terminal,378,1515,8780,0
wumpus,Exact clone of the ancient BASIC Hunt the Wumpus game,3,15,82,0
wv,Programs for accessing Microsoft Word documents,9,31,176,0
wv2,Programs for accessing Microsoft Word documents,1,5,21,0
wwwoffle,Better browsing for computers with intermittent connections,0,4,10,0
wxmac,Cross-platform C++ GUI toolkit (wxWidgets for macOS),13055,40637,213922,0
wxmaxima,Cross platform GUI for Maxima,672,2224,6519,0
wxpython,Python bindings for wxWidgets,734,3410,12746,0
wy60,Wyse 60 compatible terminal emulator,2,6,9,0
x11vnc,VNC server for real X displays,124,375,2009,0
x264,H.264/AVC encoder,118635,341847,1168364,0
x265,H.265/HEVC encoder,149412,498743,1629473,0
x3270,IBM 3270 terminal emulator for the X Window System and Windows,345,751,2628,0
x86_64-elf-binutils,GNU Binutils for x86_64-elf cross development,520,985,3838,0
x86_64-elf-gcc,GNU compiler collection for x86_64-elf,210,548,2623,0
x86_64-elf-gdb,GNU debugger for i386-elf cross development,31,72,112,0
xa,6502 cross assembler,16,61,322,0
xalan-c,XSLT processor,7,22,147,0
xapian,C++ search engine library,2258,4256,18423,0
xaric,IRC client,2,10,26,0
xbee-comm,XBee communication libraries and utilities,0,2,12,0
xbitmaps,Bitmap images used by multiple X11 applications,890,3200,4046,0
xboard,Graphical user interface for chess,30,108,317,0
xcb-proto,X.Org: XML-XCB protocol descriptions for libxcb code generation,496,956,1106,0
xcb-util,Additional extensions to the XCB library,28,80,90,0
xcb-util-cursor,XCB cursor library (replacement for libXcursor),9,20,20,0
xcb-util-image,XCB port of Xlib's XImage and XShmImage,10,25,25,0
xcb-util-keysyms,Standard X constants and conversion to/from keycodes,9,24,24,0
xcb-util-renderutil,Convenience functions for the X Render extension,9,22,22,0
xcb-util-wm,Client and window-manager helpers for EWMH and ICCCM,11,27,27,0
xcbeautify,Little beautifier tool for xcodebuild,100,229,232,0
xcenv,Xcode version manager,15,67,257,0
xcinfo,Tool to get information about and install available Xcode versions,125,369,369,0
xclip,Access X11 clipboards from the command-line,733,2185,5184,0
xclogparser,Tool to parse the SLF serialization format used by Xcode,287,1362,3937,0
xcodegen,Generate your Xcode project from a spec file and your folder structure,4697,15828,69019,0
xcproj,Manipulate Xcode project files,46,134,689,0
xcprojectlint,Xcode project linter,25,25,25,0
xctool,Drop-in replacement for xcodebuild with a few extra features,221,728,4760,0
xcv,"Cut, copy and paste files with Bash",2,9,38,0
xdelta,"Binary diff, differential compression tools",313,875,3906,0
xdot,Interactive viewer for graphs written in Graphviz's dot language,444,2218,7394,0
xdotool,Fake keyboard/mouse input and window management for X,335,1101,3589,0
xdpyinfo,X.Org: Utility for displaying information about an X server,17,39,60,0
xerces-c,Validating XML parser,6735,21063,95568,0
xgboost,"Scalable, Portable and Distributed Gradient Boosting Library",300,759,4395,0
xhyve,Lightweight macOS virtualization solution based on FreeBSD's bhyve,221,674,4179,0
xidel,"XPath/XQuery 3.0, JSONiq interpreter to extract data from HTML/XML/JSON",4,40,434,0
xinput,Utility to configure and test X input devices,18,36,36,0
xkeyboardconfig,Keyboard configuration database for the X Window System,388,1549,1608,0
xlearn,"High performance, easy-to-use, and scalable machine learning package",3,12,27,0
xlispstat,Statistical data science environment based on Lisp,14,28,65,0
xlslib,C++/C library to construct Excel .xls files in code,2,10,58,0
xmake,Cross-platform build utility based on Lua,218,523,1999,0
xml-coreutils,Powerful interactive system for text processing,17,55,229,0
xml-security-c,Implementation of primary security standards for XML,11,46,233,0
xml-tooling-c,Provides a higher level interface to XML processing,28,100,348,0
